dr8_id,strat_label,split
8000_291526_2664,1,train
8000_291527_139,0,test
8000_291533_58,1,train
8000_291535_3565,0,test
8000_291539_1574,0,test
8000_291539_2014,0,train
8000_291540_4245,0,train
8000_291544_3497,0,train
8000_291546_2308,0,train
8000_291546_2368,1,train
8000_291551_2131,0,val
8000_291553_754,0,train
8000_291556_1223,0,test
8000_291559_3731,0,train
8000_291560_3921,0,test
8000_291562_92,0,test
8000_291569_2878,0,test
8000_291570_2889,0,train
8000_291570_895,1,train
8000_291577_3544,1,train
8000_291580_229,0,test
8000_291580_2838,1,train
8000_291580_3125,0,train
8000_291582_5027,0,train
8000_291583_458,0,train
8000_291587_319,0,test
8000_291588_1302,0,test
8000_291590_1402,0,val
8000_291591_6326,0,train
8000_291592_523,0,train
8000_291594_5125,0,test
8000_291599_4406,0,train
8000_291600_51,0,train
8000_291602_4260,0,train
8000_291603_2250,0,train
8000_291606_3813,0,train
8000_291608_4727,1,train
8000_291608_6636,0,train
8000_291609_513,0,val
8000_291612_619,0,train
8000_291613_4221,0,test
8000_291622_5851,0,train
8000_291625_5161,0,train
8000_291625_750,0,test
8000_291631_161,0,train
8000_291631_760,0,train
8000_291632_1907,0,train
8000_291640_2853,0,train
8000_291642_2465,0,train
8000_291643_1874,0,test
8000_291643_2230,0,train
8000_291646_5755,0,train
8000_291649_1448,1,train
8000_291656_2879,1,train
8000_291658_3062,1,train
8000_291665_508,1,test
8000_291665_6318,0,train
8000_291668_2660,1,train
8000_291670_560,0,train
8000_291672_2550,0,val
8000_291673_4044,0,train
8000_291674_4825,0,train
8000_291674_7198,0,train
8000_291680_3416,0,train
8000_291684_5100,0,test
8000_291689_2828,1,train
8000_291690_4902,1,train
8000_291690_713,0,train
8000_291691_404,0,val
8000_291691_4291,0,val
8000_291691_5093,0,train
8000_291693_4252,0,test
8000_291702_4363,0,val
8000_291703_5666,0,train
8000_291704_5129,0,train
8000_291707_4618,0,train
8000_291711_6032,1,val
8000_291716_3604,0,train
8000_291724_3678,0,val
8000_291727_5117,1,train
8000_291729_2131,1,val
8000_291730_3404,0,train
8000_291730_6022,0,val
8000_291731_509,0,train
8000_291731_6260,0,test
8000_291744_586,1,train
8000_291744_971,0,train
8000_291750_4672,1,test
8000_291752_2201,1,train
8000_291753_3238,0,train
8000_291753_3664,0,train
8000_291757_4393,0,train
8000_291759_3098,1,test
8000_291759_3237,0,train
8000_291764_4806,1,train
8000_291766_4159,0,train
8000_291769_2692,1,test
8000_291769_5683,0,val
8000_291771_5651,0,train
8000_291772_4425,0,val
8000_291772_4873,1,train
8000_291772_5613,0,test
8000_291777_335,0,train
8000_291782_2247,0,train
8000_291784_2107,0,val
8000_291785_3404,0,train
8000_291786_3900,0,train
8000_291787_3107,0,val
8000_291790_3247,0,train
8000_291791_828,1,train
8000_291793_4182,1,val
8000_291794_4276,0,train
8000_291796_3224,0,train
8000_291797_2178,1,train
8000_291802_399,0,train
8000_291804_3333,0,train
8000_291807_3472,1,train
8000_291807_403,1,train
8000_291808_4027,0,train
8000_291811_1761,1,train
8000_291811_3679,0,train
8000_291813_4945,0,train
8000_291815_2475,1,train
8000_291818_2043,0,test
8000_291819_924,0,train
8000_291821_2376,0,train
8000_291826_3082,0,test
8000_291829_587,1,train
8000_291830_2831,0,train
8000_291832_4713,0,train
8000_291834_3122,0,val
8000_291836_763,0,test
8000_291837_3765,0,train
8000_291837_4982,1,val
8000_291842_1660,1,test
8000_291842_3344,0,train
8000_291845_3756,0,train
8000_291845_5459,1,train
8000_291846_2308,0,test
8000_291853_864,0,train
8000_292055_2650,1,train
8000_292061_3013,0,train
8000_292062_5969,0,train
8000_292066_6105,0,train
8000_292068_3463,0,train
8000_292071_1369,1,train
8000_292072_543,0,val
8000_292074_1032,0,val
8000_292074_599,0,val
8000_292078_3054,1,train
8000_292079_4007,0,train
8000_292080_5145,1,train
8000_292087_2324,0,train
8000_292088_4418,0,train
8000_292089_3348,1,train
8000_29208_1602,0,val
8000_292097_1579,0,train
8000_292101_1724,0,train
8000_292101_3012,1,test
8000_292104_1094,0,test
8000_292108_2015,0,train
8000_292115_3010,0,train
8000_292116_4441,0,train
8000_29211_831,0,train
8000_292123_2942,0,train
8000_292124_3403,0,train
8000_292126_1763,0,train
8000_292130_5194,1,train
8000_292131_4927,0,train
8000_292132_590,0,val
8000_292134_160,0,train
8000_292136_3669,0,val
8000_292140_3820,0,val
8000_292143_4496,0,train
8000_292148_3865,0,test
8000_292149_498,0,val
8000_29214_2709,1,train
8000_292150_2223,1,train
8000_292157_1075,0,test
8000_292161_1118,0,val
8000_292171_1104,0,train
8000_292171_3713,0,train
8000_292173_4712,1,train
8000_292174_2503,0,val
8000_292180_3909,0,train
8000_292180_4062,0,train
8000_292180_5180,1,train
8000_292181_2577,0,train
8000_292191_2487,0,train
8000_292202_4038,0,train
8000_292205_3069,1,train
8000_292207_4606,0,train
8000_292211_3205,0,train
8000_292213_4961,1,val
8000_292215_3694,1,train
8000_292219_3150,0,train
8000_29221_1078,1,train
8000_292223_3250,0,train
8000_292225_2837,0,train
8000_292226_1372,1,val
8000_292226_1641,1,train
8000_292227_4242,0,train
8000_292227_5103,0,test
8000_292228_1845,0,train
8000_292229_5216,0,train
8000_292231_60,0,train
8000_292232_2111,0,val
8000_292234_1893,0,train
8000_292234_2646,1,test
8000_292235_1300,0,train
8000_292244_992,0,train
8000_292250_238,1,train
8000_292254_2581,0,train
8000_292258_2191,0,train
8000_292259_2337,0,train
8000_292259_448,0,train
8000_292260_1876,0,train
8000_292261_1175,1,train
8000_292269_817,0,train
8000_292276_820,0,train
8000_292278_3856,1,val
8000_292278_4715,0,train
8000_292280_798,0,train
8000_292281_1814,0,train
8000_292281_2140,1,train
8000_292286_4533,0,val
8000_292287_344,0,train
8000_292295_1983,0,train
8000_292296_3146,1,train
8000_292298_2373,0,train
8000_292299_1726,0,train
8000_292302_3213,0,train
8000_292304_4949,1,train
8000_292307_120,0,train
8000_292307_2272,0,train
8000_292307_3262,0,train
8000_292308_2810,0,train
8000_292308_3973,0,train
8000_292308_811,0,train
8000_292314_3759,0,train
8000_292321_3433,1,train
8000_292324_1741,0,test
8000_292325_855,1,train
8000_292327_3294,1,train
8000_292330_3357,0,train
8000_292331_4012,0,val
8000_292336_3714,0,train
8000_292337_419,0,train
8000_292342_1696,0,test
8000_292343_3601,0,train
8000_292346_2544,0,val
8000_292352_3360,0,train
8000_292353_4880,0,train
8000_292356_4399,0,train
8000_292357_970,0,train
8000_292360_1929,0,test
8000_292366_3687,1,train
8000_292374_2625,0,train
8000_292378_3872,0,test
8000_29237_718,0,train
8000_29237_952,1,train
8000_292380_2731,0,test
8000_292380_3366,0,train
8000_292383_5114,0,test
8000_292385_2253,0,val
8000_292385_2382,0,train
8000_292385_4382,0,train
8000_292395_1687,0,train
8000_292395_1813,0,val
8000_292399_1330,0,train
8000_292399_3751,0,test
8000_292400_4145,1,train
8000_292401_3066,0,val
8000_292409_1853,1,train
8000_292411_2802,0,train
8000_292413_2927,0,train
8000_292415_1664,0,val
8000_292416_1828,0,val
8000_292416_3738,0,val
8000_292424_1806,0,train
8000_292431_3637,1,train
8000_292432_6343,0,train
8000_292440_5912,0,val
8000_292443_4038,0,train
8000_292445_3848,0,val
8000_292447_6270,0,train
8000_292449_1112,1,test
8000_292456_2181,0,test
8000_292456_2917,0,val
8000_292464_4967,0,train
8000_292465_3548,1,train
8000_292465_4877,0,train
8000_292467_1952,1,train
8000_29247_806,0,test
8000_29252_1264,0,train
8000_29257_1120,1,train
8000_29262_951,0,train
8000_29267_607,0,train
8000_29273_1438,0,test
8000_29274_235,0,train
8000_29276_908,0,train
8000_292778_4564,0,train
8000_29277_1278,1,val
8000_292782_4837,0,train
8000_292785_3373,1,test
8000_292787_2638,0,train
8000_292789_2993,0,test
8000_292792_488,0,train
8000_292802_4628,0,test
8000_292807_2619,0,train
8000_292807_4862,0,test
8000_292812_142,0,test
8000_292812_2666,1,train
8000_292816_1821,0,train
8000_292820_2978,0,test
8000_292821_3917,0,train
8000_292824_2304,0,val
8000_292824_3216,0,val
8000_292828_1289,0,train
8000_292835_3760,0,train
8000_292836_351,0,test
8000_292841_504,0,train
8000_292842_5434,0,val
8000_292843_5658,0,train
8000_292844_879,0,train
8000_292845_1960,0,val
8000_292851_921,0,train
8000_292853_461,0,train
8000_292854_252,0,test
8000_292856_798,0,train
8000_292859_3195,1,train
8000_292862_2067,0,train
8000_292862_2665,0,train
8000_292865_861,0,train
8000_292868_3343,0,test
8000_292869_1775,0,val
8000_29286_315,1,train
8000_292871_3362,0,train
8000_292873_4215,0,train
8000_292873_4469,0,train
8000_292874_3082,1,train
8000_292878_1682,0,test
8000_292879_4783,0,val
8000_29287_955,0,train
8000_292880_5425,0,train
8000_292884_2989,0,train
8000_292885_4670,0,train
8000_292888_4104,0,train
8000_292891_3516,0,train
8000_292899_2837,0,train
8000_292899_2912,0,train
8000_292899_2975,0,val
8000_292899_4100,1,val
8000_29289_1011,1,train
8000_29289_691,0,train
8000_292902_1036,0,test
8000_292902_147,0,train
8000_292903_2544,0,val
8000_292905_3241,0,train
8000_292905_5308,0,val
8000_292906_2026,0,train
8000_292906_3473,0,train
8000_292910_185,0,train
8000_292911_2342,0,train
8000_292911_3542,0,train
8000_292911_3962,0,train
8000_292915_1035,0,train
8000_292917_733,0,train
8000_292928_1200,0,train
8000_292929_103,0,train
8000_292929_822,0,train
8000_292936_3329,0,test
8000_292937_1901,0,train
8000_292938_4294,0,test
8000_292941_1894,0,train
8000_292952_2696,0,val
8000_292953_1326,0,train
8000_292954_1058,0,train
8000_292959_2612,1,val
8000_292962_3286,0,test
8000_292964_1448,0,train
8000_292967_424,0,train
8000_292971_4483,1,val
8000_292972_782,0,val
8000_292985_4145,0,test
8000_292999_4754,0,train
8000_293003_1179,1,train
8000_293005_4609,1,train
8000_293006_1901,0,train
8000_293010_1644,0,train
8000_293013_6376,0,train
8000_293014_4944,0,val
8000_293016_6612,0,train
8000_293019_982,0,train
8000_293020_377,0,train
8000_293022_258,1,train
8000_293028_3422,0,test
8000_293031_4255,0,train
8000_293034_2407,0,train
8000_293037_4106,0,train
8000_293037_7045,0,train
8000_293038_7041,0,train
8000_293041_148,0,train
8000_293044_3250,0,train
8000_293046_2988,1,train
8000_293060_3248,0,train
8000_293061_3369,0,train
8000_293063_2405,0,val
8000_293066_1132,0,val
8000_293067_776,1,val
8000_293073_3495,1,train
8000_293073_6449,0,train
8000_293077_564,0,val
8000_293081_2228,1,train
8000_293084_3628,0,train
8000_293085_5730,0,train
8000_293089_1006,1,test
8000_293090_5626,1,train
8000_293099_199,0,test
8000_293099_4949,0,test
8000_293101_4836,0,test
8000_293107_7934,0,train
8000_293108_2245,1,train
8000_293109_740,1,val
8000_293110_3567,0,train
8000_293112_1238,0,test
8000_293118_1932,1,train
8000_293119_2439,0,val
8000_293119_6243,0,train
8000_293120_169,0,val
8000_293121_3022,0,train
8000_293123_2772,1,train
8000_293124_5755,0,train
8000_293125_50,1,train
8000_293126_1267,1,train
8000_293134_2426,0,val
8000_293135_2898,0,test
8000_293135_5903,1,val
8000_293142_713,0,test
8000_293145_1123,1,train
8000_293145_2106,0,train
8000_293152_5328,1,val
8000_293156_6513,0,train
8000_293161_569,1,test
8000_293164_6028,0,train
8000_293173_4462,0,train
8000_293174_3928,0,train
8000_293174_4827,0,train
8000_29317_4369,0,train
8000_293181_3398,0,val
8000_293181_3805,0,train
8000_293185_1235,0,train
8000_293192_3298,0,train
8000_293195_449,0,train
8000_293203_2243,0,train
8000_293204_4788,0,train
8000_293206_1958,0,train
8000_293209_4680,1,train
8000_293210_6090,0,train
8000_293211_4808,0,train
8000_293214_2474,0,val
8000_293220_4192,0,train
8000_293224_2939,0,train
8000_293227_1807,1,test
8000_293237_2980,1,train
8000_293241_1423,0,test
8000_293242_3122,0,train
8000_293243_1658,1,train
8000_293243_3008,1,val
8000_293243_3953,0,test
8000_293249_3546,0,test
8000_293249_3718,0,train
8000_293250_3161,0,train
8000_293252_2970,1,train
8000_293252_996,0,train
8000_293269_1068,0,test
8000_293270_3736,1,val
8000_293274_1588,0,train
8000_293274_704,0,test
8000_293276_3960,1,train
8000_293278_1928,1,train
8000_293279_454,1,train
8000_293282_1380,0,train
8000_293283_4502,0,train
8000_293285_1866,0,test
8000_293485_3190,0,train
8000_293485_5300,0,train
8000_293486_3911,1,train
8000_293488_4658,0,train
8000_293489_4886,0,train
8000_293491_3838,0,train
8000_293498_1532,0,val
8000_293503_3038,0,val
8000_293507_4090,0,train
8000_293510_5000,0,test
8000_293511_2741,0,train
8000_293511_3559,0,train
8000_293515_1667,0,train
8000_293515_2954,0,train
8000_293521_1981,0,train
8000_293522_3750,0,train
8000_293524_3044,0,train
8000_293524_4802,0,train
8000_293524_4955,1,train
8000_293528_2495,0,train
8000_293533_4132,0,test
8000_293535_4456,0,train
8000_293536_934,0,test
8000_293539_3339,1,train
8000_293539_5051,0,train
8000_293542_567,1,train
8000_293543_5262,0,val
8000_293545_5119,0,train
8000_293553_2169,0,train
8000_293553_2915,0,train
8000_293553_5259,0,val
8000_293554_4240,0,train
8000_293560_3585,0,train
8000_293563_154,0,train
8000_293567_4153,0,train
8000_293567_4711,0,val
8000_293567_945,0,train
8000_293571_1782,0,train
8000_293573_3052,1,train
8000_293578_870,1,train
8000_293585_4430,1,train
8000_293588_3324,0,train
8000_293590_2583,0,train
8000_293598_3043,0,train
8000_293603_1583,0,train
8000_293604_397,0,train
8000_293605_2156,0,train
8000_293605_3012,0,train
8000_293609_33,0,train
8000_293610_3632,0,train
8000_293613_823,0,train
8000_293620_3906,0,train
8000_293621_544,0,train
8000_293621_60,0,train
8000_293622_29,0,test
8000_293624_1133,0,test
8000_293624_2641,0,train
8000_293625_2665,0,train
8000_293626_4384,1,train
8000_293628_2102,0,train
8000_293631_1767,0,test
8000_293635_1187,0,train
8000_293637_4063,0,train
8000_293639_5030,0,train
8000_293645_1580,1,train
8000_293645_2491,0,train
8000_293645_899,0,train
8000_293648_1865,1,train
8000_293648_699,0,test
8000_293652_1100,1,train
8000_293654_155,0,train
8000_293658_1945,0,train
8000_293661_500,0,train
8000_293662_3034,0,train
8000_293662_5726,0,test
8000_293669_3533,0,train
8000_293673_4543,0,val
8000_293677_3143,0,test
8000_293681_247,0,train
8000_293683_1066,0,train
8000_293685_2493,0,test
8000_293688_282,0,test
8000_293690_958,1,train
8000_293691_539,0,test
8000_293702_344,0,train
8000_293706_2877,0,train
8000_293710_3742,0,train
8000_293715_3688,1,train
8000_293717_4115,0,test
8000_293720_4305,0,train
8000_293721_2224,0,train
8000_293731_2577,0,train
8000_293734_4917,0,train
8000_293736_3485,1,test
8000_293738_3896,1,train
8000_293739_2213,0,val
8000_293744_310,0,train
8000_293746_588,0,train
8000_293746_715,0,train
8000_293747_2802,0,val
8000_293749_3479,0,test
8000_293750_1153,0,train
8000_293752_4494,0,train
8000_293753_3335,0,train
8000_293753_3876,1,train
8000_293753_5548,0,val
8000_293757_205,0,train
8000_293759_1079,1,train
8000_293760_2914,0,train
8000_293767_630,0,train
8000_293769_5651,0,val
8000_293774_3478,0,train
8000_293775_1004,0,train
8000_293785_5272,0,train
8000_293788_1761,0,train
8000_293799_1580,1,train
8000_293799_3944,0,train
8000_293803_3079,0,train
8000_293809_4056,0,train
8000_293823_4464,0,val
8000_293827_1187,0,train
8000_293827_3340,0,train
8000_293829_248,0,val
8000_293829_3995,0,test
8000_293831_4041,0,train
8000_293832_1667,0,train
8000_293841_118,0,train
8000_293847_1983,0,train
8000_293850_852,0,train
8000_293853_1523,0,train
8000_293853_262,0,test
8000_293854_2001,0,train
8000_293854_2664,0,train
8000_293863_1754,0,train
8000_293863_2951,1,train
8000_293863_4915,0,train
8000_293866_3352,0,train
8000_293869_4905,0,train
8000_293871_3040,0,val
8000_293873_222,0,train
8000_293876_5768,0,test
8000_293877_4354,0,val
8000_293877_4801,0,train
8000_293878_4160,1,val
8000_293880_1415,0,test
8000_293881_4544,0,train
8000_293882_1375,0,train
8000_293882_4923,0,train
8000_293888_6714,0,train
8000_293889_1017,0,train
8000_293891_5805,0,train
8000_293892_3868,0,test
8000_293893_5401,0,train
8000_293894_4436,1,train
8000_293899_3017,0,val
8000_294226_5944,0,val
8000_294232_3827,0,val
8000_294232_985,0,train
8000_294235_1424,0,train
8000_294236_630,0,test
8000_294240_6437,0,train
8000_294244_2238,0,train
8000_294249_4213,0,val
8000_294251_1999,0,train
8000_294256_4218,0,train
8000_294267_159,0,train
8000_294270_1885,0,train
8000_294273_4132,0,train
8000_294281_5651,0,train
8000_294283_1429,0,train
8000_294284_1514,0,test
8000_294285_2227,1,train
8000_294285_616,0,train
8000_294286_2123,1,train
8000_294286_3283,0,test
8000_294289_1369,1,train
8000_294295_570,0,train
8000_294295_933,0,train
8000_294301_2276,0,val
8000_294301_2676,0,train
8000_294302_2275,0,train
8000_294305_174,0,train
8000_294306_1347,0,train
8000_294306_2438,0,train
8000_294311_1679,0,train
8000_294311_2488,1,train
8000_294315_1018,0,train
8000_294316_1070,0,val
8000_294316_137,0,train
8000_294316_2983,0,train
8000_294316_3468,0,train
8000_294317_1010,0,val
8000_294329_2119,1,test
8000_294332_4546,0,test
8000_294335_612,0,train
8000_294336_4366,0,train
8000_294346_1865,1,train
8000_294351_1578,1,train
8000_294352_3035,1,train
8000_294356_2558,1,val
8000_294356_678,0,train
8000_294358_2273,1,val
8000_294358_3199,0,train
8000_294360_481,0,test
8000_294360_5041,0,train
8000_294361_174,0,train
8000_294361_4071,0,train
8000_294363_3758,0,val
8000_294364_1778,0,val
8000_294365_3250,0,test
8000_294365_3464,0,train
8000_294367_3083,0,train
8000_294374_3439,1,val
8000_294377_4193,0,train
8000_294381_4413,0,train
8000_294382_2823,0,train
8000_294383_3591,0,train
8000_294393_2565,0,train
8000_294398_3533,0,test
8000_294401_252,1,train
8000_294402_4128,0,train
8000_294404_1495,0,test
8000_294412_2564,0,train
8000_294413_2845,0,train
8000_294414_3130,0,train
8000_294415_1149,0,train
8000_294415_1732,1,test
8000_294415_702,1,train
8000_294417_2966,0,test
8000_294419_3443,0,train
8000_294420_1504,0,train
8000_294426_2606,1,train
8000_294429_1465,0,train
8000_294432_6787,1,train
8000_294433_6437,1,train
8000_294436_5309,0,train
8000_294440_4571,0,val
8000_294442_6981,0,train
8000_294444_4709,0,train
8000_294448_7316,0,train
8000_294449_4481,0,train
8000_294450_1754,0,test
8000_294457_6465,0,test
8000_294458_4477,0,val
8000_294460_1712,1,train
8000_294463_1186,0,train
8000_294463_2929,0,train
8000_294464_5289,1,train
8000_294466_2616,0,train
8000_294467_2700,0,train
8000_294467_4390,1,train
8000_294472_2705,1,train
8000_294474_4284,0,train
8000_294476_3705,0,train
8000_294477_285,0,train
8000_294477_2883,1,train
8000_294483_2948,1,train
8000_294486_2661,0,test
8000_294490_821,1,train
8000_294499_4766,0,test
8000_294502_5395,0,train
8000_294505_5191,0,train
8000_294505_544,0,train
8000_294506_5431,1,train
8000_294509_1658,0,val
8000_294514_5600,0,train
8000_294518_3667,0,train
8000_294518_6033,0,val
8000_294523_3117,0,train
8000_294525_553,0,train
8000_294529_4297,0,train
8000_294533_1017,0,test
8000_294533_3377,1,test
8000_294534_2956,0,train
8000_294535_7024,0,train
8000_294545_2386,0,train
8000_294547_3792,1,train
8000_294547_5303,0,train
8000_294549_253,0,val
8000_294551_5592,0,train
8000_294552_116,1,test
8000_294552_5599,0,val
8000_294555_2419,0,train
8000_294557_5261,0,train
8000_294558_664,0,val
8000_294559_6290,0,train
8000_294562_7172,0,train
8000_294567_6530,1,val
8000_294568_994,0,train
8000_294573_6076,1,val
8000_294575_5247,0,train
8000_294576_3665,0,train
8000_294577_339,1,train
8000_294577_4267,0,train
8000_294580_5369,0,train
8000_294580_5851,0,train
8000_294580_5883,0,train
8000_294584_5776,0,train
8000_294589_122,0,train
8000_294589_6277,0,test
8000_294591_2208,0,train
8000_294591_4846,0,test
8000_294594_5573,0,train
8000_294596_5800,0,val
8000_294601_4820,0,test
8000_294603_4951,1,train
8000_294612_2463,0,train
8000_294613_2132,0,val
8000_294619_4087,0,test
8000_294621_486,0,train
8000_294624_4262,0,train
8000_294629_3346,0,test
8000_294642_5276,0,val
8000_294647_858,0,test
8000_294656_3067,0,train
8000_294665_1175,0,train
8000_294666_1492,0,train
8000_294667_4399,0,val
8000_294670_5912,0,train
8000_294671_1462,0,train
8000_294671_5161,0,train
8000_294672_3087,0,train
8000_294675_2677,0,train
8000_294675_4138,0,train
8000_294676_3444,0,train
8000_294679_4225,0,train
8000_294681_4056,0,train
8000_294685_4775,1,val
8000_294687_2181,0,val
8000_294687_3274,0,train
8000_294687_512,0,test
8000_294690_2676,0,train
8000_294695_2134,1,train
8000_294701_745,0,train
8000_294703_2608,0,test
8000_294705_3864,0,train
8000_294707_3077,1,train
8000_294707_870,1,test
8000_294709_5527,1,train
8000_294712_2171,0,train
8000_294713_2178,0,train
8000_294713_5203,0,train
8000_294715_3885,0,train
8000_294717_2977,0,train
8000_294717_621,1,val
8000_294720_1498,0,train
8000_294915_3327,0,test
8000_294918_664,0,val
8000_294920_2647,0,train
8000_294930_3098,0,train
8000_294934_1621,1,train
8000_294946_3025,0,test
8000_294949_3570,0,val
8000_294950_5252,0,train
8000_294955_1517,0,train
8000_294955_1938,0,train
8000_294955_2841,0,train
8000_294955_4317,1,test
8000_294957_4546,0,val
8000_294958_3453,0,train
8000_294968_4438,0,train
8000_294970_822,0,val
8000_294983_4715,0,train
8000_294984_2054,1,train
8000_294984_247,0,train
8000_294986_2234,0,val
8000_294986_4521,0,test
8000_294986_4618,0,train
8000_294992_4633,0,val
8000_294993_2729,0,train
8000_294994_2063,0,test
8000_294994_2556,0,train
8000_294996_1329,0,train
8000_294999_1468,0,val
8000_295003_958,0,train
8000_295005_3302,0,train
8000_295011_4880,0,train
8000_295014_2431,0,train
8000_295018_1473,0,train
8000_295023_203,0,train
8000_295024_2604,0,val
8000_295032_2061,0,test
8000_295038_2976,0,train
8000_295040_764,0,train
8000_295042_4660,0,train
8000_295043_3107,0,val
8000_295048_2895,0,train
8000_295048_3230,0,train
8000_295049_2596,0,train
8000_295050_2379,0,train
8000_295053_3961,0,val
8000_295055_15,0,train
8000_295055_2658,0,train
8000_295056_1069,0,train
8000_295056_1597,0,val
8000_295057_2802,1,val
8000_295061_2565,1,val
8000_295075_3544,0,train
8000_295075_4142,0,train
8000_295076_1835,0,train
8000_295078_4687,0,train
8000_295081_2874,0,train
8000_295082_1244,1,train
8000_295086_5999,0,train
8000_295087_3249,0,train
8000_295089_23,0,train
8000_295095_126,0,train
8000_295095_2822,0,test
8000_295098_234,0,train
8000_295105_1398,1,train
8000_295106_1095,1,train
8000_295112_4611,0,train
8000_295119_3484,0,train
8000_295122_6048,0,train
8000_295124_435,0,train
8000_295128_4859,0,test
8000_295129_2171,0,test
8000_295129_2299,0,train
8000_295132_4543,0,val
8000_295135_395,0,val
8000_295135_4402,0,train
8000_295139_4879,0,train
8000_295140_1332,0,train
8000_295140_2856,0,train
8000_295140_3633,1,val
8000_295142_1125,0,train
8000_295142_1769,0,train
8000_295143_1878,0,val
8000_295146_3804,0,train
8000_295149_5140,1,val
8000_295150_3118,0,train
8000_295155_1249,0,train
8000_295155_2215,1,train
8000_295156_5284,0,train
8000_295160_2811,1,train
8000_295166_5405,0,train
8000_295171_1487,0,train
8000_295176_2488,0,test
8000_295178_978,0,test
8000_295179_2680,0,train
8000_295179_3135,0,val
8000_295181_4146,1,val
8000_295193_2242,0,train
8000_295197_1084,0,train
8000_295197_2450,0,test
8000_295200_1432,0,val
8000_295200_1569,0,test
8000_295206_3010,0,train
8000_295206_4536,0,test
8000_295212_83,1,train
8000_295216_5154,0,train
8000_295222_4727,0,val
8000_295228_490,0,train
8000_295229_3474,1,train
8000_295231_2699,0,train
8000_295233_2628,0,test
8000_295233_4005,0,train
8000_295234_4209,1,train
8000_295239_686,0,val
8000_295242_4983,0,train
8000_295243_3968,1,train
8000_295244_1472,0,train
8000_295246_4036,0,train
8000_295247_568,0,val
8000_295249_2617,1,train
8000_295251_261,0,train
8000_295255_2278,0,train
8000_295255_3938,0,val
8000_295256_4394,1,val
8000_295259_2102,0,val
8000_295264_5124,0,train
8000_295265_2634,0,val
8000_295272_4653,0,train
8000_295281_652,0,train
8000_295286_2948,0,train
8000_295287_2819,0,train
8000_295287_2989,0,train
8000_295287_3009,0,val
8000_295294_3257,0,train
8000_295296_3676,0,train
8000_295297_3484,0,val
8000_295300_3531,0,train
8000_295305_1034,0,train
8000_295305_3147,0,val
8000_295305_4574,1,train
8000_295306_1839,0,test
8000_295309_111,0,train
8000_295310_2776,0,train
8000_295310_705,0,train
8000_295312_5186,0,test
8000_295312_667,1,val
8000_295313_3497,0,train
8000_295321_2047,0,train
8000_295322_3061,1,train
8000_295324_4679,0,test
8000_295330_3830,0,train
8000_295641_1490,1,train
8000_295653_888,1,train
8000_295657_5496,1,train
8000_295671_3210,0,train
8000_295675_1718,0,train
8000_295690_5984,0,train
8000_295703_6288,0,train
8000_295704_5467,0,val
8000_295706_2848,0,test
8000_295709_714,0,test
8000_295711_4820,1,train
8000_295715_2470,0,val
8000_295716_1995,1,train
8000_295721_3767,1,train
8000_295724_3817,1,train
8000_295724_933,1,train
8000_295725_2884,1,val
8000_295725_4333,0,test
8000_295736_2734,0,train
8000_295737_3617,0,train
8000_295738_2673,0,val
8000_295739_2317,0,train
8000_295742_1973,0,val
8000_295747_992,0,train
8000_295753_1838,1,train
8000_295754_3434,1,train
8000_295756_4597,0,train
8000_295759_2995,0,train
8000_295761_3811,1,test
8000_295764_4751,0,train
8000_295768_317,1,train
8000_295771_4239,0,train
8000_295772_1619,0,train
8000_295780_946,0,train
8000_295782_3652,0,test
8000_295787_4237,0,train
8000_295792_1482,0,train
8000_295793_1756,0,train
8000_295797_3084,1,train
8000_295798_2994,0,train
8000_295804_1758,0,train
8000_295804_2995,1,val
8000_295804_3349,0,test
8000_295822_2820,0,train
8000_295823_3383,0,val
8000_295824_2926,1,train
8000_295824_727,1,train
8000_295829_1562,0,val
8000_295833_2481,0,val
8000_295835_2645,0,train
8000_295839_3443,0,test
8000_295843_1465,0,train
8000_295854_4759,0,train
8000_295855_2005,0,val
8000_295856_1239,0,train
8000_295856_1330,1,train
8000_295858_3418,0,train
8000_295860_1281,0,train
8000_295862_5509,0,train
8000_295863_3467,0,test
8000_295864_7576,0,test
8000_295866_3599,0,train
8000_295866_3762,0,train
8000_295867_26,0,train
8000_295872_4536,0,train
8000_295878_965,0,test
8000_295884_3818,0,train
8000_295886_2704,1,train
8000_295890_2532,1,val
8000_295894_50,0,train
8000_295897_411,0,val
8000_295899_3132,1,train
8000_295901_5270,0,train
8000_295903_6646,0,train
8000_295906_5167,0,train
8000_295909_2074,0,train
8000_295912_3234,0,train
8000_295923_3562,1,train
8000_295926_227,0,train
8000_295926_877,0,train
8000_295930_1713,0,test
8000_295931_7714,0,train
8000_295936_1547,0,val
8000_295936_2676,0,train
8000_295937_1535,0,val
8000_295946_1100,0,train
8000_295947_557,0,train
8000_295948_843,0,train
8000_295950_2412,0,val
8000_295950_5142,0,train
8000_295953_5651,0,train
8000_295953_961,0,train
8000_295954_1582,1,train
8000_295955_1408,1,test
8000_295961_2136,0,val
8000_295962_3401,1,test
8000_295964_8678,0,test
8000_295965_1679,0,train
8000_295965_7277,0,test
8000_295966_137,0,train
8000_295967_359,0,train
8000_295967_6005,0,train
8000_295969_6891,0,test
8000_295970_622,0,val
8000_295971_3968,0,val
8000_295972_1149,0,train
8000_295972_1547,0,train
8000_295973_5900,1,train
8000_295975_6346,0,val
