index,label,split
3862,1,train
3863,9,test
3864,5,train
3865,5,train
3866,6,train
3867,7,train
3868,7,val
3869,1,train
3870,6,test
3871,8,train
3872,9,train
3873,3,train
3874,2,val
3875,2,train
3876,6,train
3877,6,train
3878,2,val
3879,3,train
3880,9,val
3881,1,train
3882,1,train
3883,0,test
3884,5,train
3885,2,train
3886,3,test
3887,5,train
3888,9,val
3889,5,train
3890,7,train
3891,0,train
3892,5,train
3893,9,val
3894,2,test
3895,1,train
3896,2,val
3897,8,train
3898,7,val
3899,9,val
3900,8,train
3901,3,train
3902,3,train
3903,3,train
3904,1,train
3905,6,val
3906,2,train
3907,8,train
3908,9,val
3909,2,train
3910,9,train
3911,2,val
3912,3,train
3913,7,train
3914,7,val
3915,5,train
3916,3,train
3917,2,test
3918,5,val
3919,6,train
3920,5,test
3921,8,val
3922,2,train
3923,1,train
3924,6,train
3925,0,train
3926,1,train
3927,1,train
3928,6,val
3929,5,test
3930,6,train
3931,9,train
3932,5,train
3933,2,test
3934,8,test
3935,2,train
3936,7,val
3937,6,train
3938,9,val
3939,8,val
3940,4,train
3941,3,train
3942,9,test
3943,0,train
3944,6,train
3945,2,train
3946,0,train
3947,3,train
3948,7,train
3949,4,train
3950,8,train
3951,0,train
3952,2,test
3953,3,test
3954,7,train
3955,6,train
3956,6,train
3957,7,test
3958,3,train
3959,1,train
3960,5,train
3961,7,train
3962,6,train
3963,4,train
3964,7,val
3965,3,train
3966,3,train
3967,7,val
3968,7,train
3969,4,train
3970,9,train
3971,6,val
3972,9,train
3973,2,val
3974,7,val
3975,0,train
3976,3,train
3977,3,train
3978,3,train
3979,5,test
3980,7,train
3981,2,train
3982,6,val
3983,2,train
3984,5,train
3985,1,train
3986,9,train
3987,2,train
3988,3,train
3989,9,train
3990,2,train
3991,2,val
3992,0,train
3993,2,test
3994,9,train
3995,1,test
3996,2,train
3997,5,train
3998,7,val
3999,2,val
4000,9,train
4001,5,train
4002,6,train
4003,6,train
4004,1,train
4005,7,test
4006,0,train
4007,1,train
4008,7,val
4009,0,train
4010,5,train
4011,7,val
4012,0,train
4013,2,val
4014,3,test
4015,5,train
4016,3,train
4017,1,train
4018,5,train
4019,9,val
4020,6,train
4021,7,test
4022,9,test
4023,0,train
4024,9,train
4025,8,train
4026,1,val
4027,3,val
4028,6,test
4029,2,train
4030,3,train
4031,8,train
4032,7,train
4033,7,train
4034,7,train
4035,7,val
4036,6,train
4037,7,train
4038,2,val
4039,2,val
4040,1,train
4041,3,train
4042,8,val
4043,9,train
4044,5,train
4045,5,train
4046,5,val
4047,5,train
4048,9,test
4049,7,val
4050,7,train
4051,6,val
4052,3,val
4053,2,train
4054,6,test
4055,2,train
4056,3,train
4057,2,train
4058,2,test
4059,7,train
4060,1,train
4061,2,train
4062,9,train
4063,6,test
4064,3,train
4065,2,train
4066,7,val
4067,4,train
4068,9,val
4069,3,test
4070,3,train
4071,0,test
4072,7,train
4073,2,train
4074,5,train
4075,8,train
4076,1,train
4077,1,train
4078,1,test
4079,0,train
4080,2,train
4081,1,train
4082,6,train
4083,5,train
4084,7,train
4085,3,train
4086,1,train
4087,3,train
4088,5,test
4089,2,train
4090,5,train
4091,9,train
4092,7,train
4093,2,train
4094,5,test
4095,5,train
4096,7,train
4097,6,val
4098,2,test
4099,5,train
4100,8,train
4101,2,train
4102,1,train
4103,4,test
4104,9,val
4105,7,train
4106,1,val
4107,3,test
4108,9,test
4109,2,val
4110,8,train
4111,8,train
4112,6,train
4113,3,train
4114,0,test
4115,9,train
4116,7,test
4117,3,train
4118,8,val
4119,2,train
4120,2,train
4121,3,test
4122,0,train
4123,5,train
4124,2,train
4125,8,val
4126,1,train
4127,5,train
4128,7,train
4129,1,train
4130,3,train
4131,2,train
4132,1,train
4133,3,train
4134,7,val
4135,6,val
4136,6,test
4137,7,train
4138,6,train
4139,9,train
4140,2,train
4141,6,val
4142,2,val
4143,7,train
4144,9,train
4145,1,val
4146,1,train
4147,7,test
4148,9,train
4149,2,train
4150,1,train
4151,9,train
4152,1,train
4153,2,train
4154,2,train
4155,1,train
4156,3,train
4157,9,test
4158,7,train
4159,5,train
4160,9,train
4161,1,train
4162,1,train
4163,3,train
4164,0,test
4165,7,train
4166,2,test
4167,5,train
4168,9,train
4169,6,train
4170,2,train
4171,1,train
4172,6,val
4173,9,val
4174,3,train
4175,5,train
4176,0,test
4177,0,train
4178,7,val
4179,9,test
4180,2,train
4181,7,val
4182,9,train
4183,0,test
4184,6,train
4185,6,val
4186,7,train
4187,9,train
4188,0,train
4189,0,train
4190,7,train
4191,0,train
4192,3,train
4193,9,train
4194,5,train
4195,9,val
4196,5,train
4197,3,train
4198,5,train
4199,7,train
4200,3,train
4201,5,train
4202,3,test
4203,9,train
4204,7,test
4205,7,train
4206,5,train
4207,2,train
4208,7,train
4209,8,train
4210,1,train
4211,6,train
4212,1,train
4213,9,train
4214,9,train
4215,5,train
4216,2,train
4217,7,train
4218,5,train
4219,5,train
4220,6,train
4221,6,val
4222,5,train
4223,2,train
4224,0,train
4225,1,val
4226,0,train
4227,2,train
4228,7,val
4229,7,train
4230,2,train
4231,6,train
4232,6,val
4233,9,train
4234,6,train
4235,4,train
4236,2,test
4237,4,train
4238,9,train
4239,5,train
4240,7,train
4241,5,train
4242,2,test
4243,1,val
4244,7,val
4245,5,train
4246,7,train
4247,5,train
4248,6,test
4249,1,train
4250,6,train
4251,7,train
4252,3,train
4253,7,val
4254,1,train
4255,2,train
4256,7,train
4257,6,test
4258,6,train
4259,8,train
4260,9,train
4261,9,train
4262,2,val
4263,2,train
4264,6,train
4265,9,train
4266,6,train
4267,4,test
4268,9,train
4269,6,val
4270,5,val
4271,6,train
4272,3,val
4273,9,train
4274,1,train
4275,7,train
4276,7,train
4277,3,train
4278,7,train
4279,1,train
4280,3,val
4281,0,train
4282,8,train
4283,9,train
4284,3,val
4285,7,train
4286,5,train
4287,6,train
4288,9,val
4289,0,train
4290,9,train
4291,3,test
4292,1,val
4293,5,train
4294,6,train
4295,3,test
4296,7,train
4297,3,train
4298,9,train
4299,8,train
4300,7,train
4301,7,test
4302,2,train
4303,3,train
4304,8,train
4305,9,test
4306,2,train
4307,0,train
4308,2,test
4309,3,val
4310,3,test
4311,7,test
4312,6,train
4313,8,train
4314,6,train
4315,7,train
4316,7,train
4317,6,train
4318,6,train
4319,7,train
4320,2,train
4321,7,train
4322,5,val
4323,6,test
4324,2,train
4325,2,train
4326,9,test
4327,7,train
4328,8,val
4329,6,train
4330,2,train
4331,8,test
4332,1,train
4333,2,train
4334,7,test
4335,2,train
4336,2,test
4337,9,val
4338,8,val
4339,3,train
4340,3,val
4341,0,test
4342,9,train
4343,7,train
4344,9,train
4345,3,train
4346,3,train
4347,9,train
4348,1,val
4349,6,val
4350,9,train
4351,8,val
4352,7,train
4353,8,train
4354,5,test
4355,8,train
4356,9,test
4357,9,test
4358,3,train
4359,7,train
4360,6,test
4361,9,test
4362,0,train
4363,2,train
4364,0,train
4365,9,val
4366,7,train
4367,7,val
4368,1,train
4369,1,val
4370,2,val
4371,1,train
4372,2,val
4373,9,train
4374,2,val
4375,5,val
4376,3,test
4377,1,train
4378,3,train
4379,5,train
4380,4,test
4381,9,val
4382,7,val
4383,7,train
4384,2,train
4385,6,train
4386,6,train
4387,3,val
4388,6,train
4389,7,train
4390,5,train
4391,2,train
4392,3,train
4393,8,train
4394,3,train
4395,6,test
4396,2,train
4397,1,train
4398,2,train
4399,7,train
4400,6,val
4401,2,train
4402,2,train
4403,0,train
4404,2,train
4405,7,train
4406,8,test
4407,8,test
4408,0,train
4409,7,train
4410,8,train
4411,6,train
4412,6,train
4413,7,train
4414,7,train
4415,6,train
4416,1,test
4417,8,train
4418,5,train
4419,3,test
4420,2,train
4421,1,train
4422,1,train
4423,7,test
4424,9,train
4425,5,val
4426,9,train
4427,9,test
4428,5,train
4429,0,train
4430,6,train
4431,3,train
4432,3,train
4433,7,test
4434,1,train
4435,3,train
4436,4,train
4437,7,val
4438,6,train
4439,4,train
4440,9,train
4441,5,train
4442,9,train
4443,9,val
4444,9,train
4445,6,train
4446,2,val
4447,7,train
4448,1,train
4449,6,train
4450,6,train
4451,9,train
4452,5,train
4453,6,train
4454,3,test
4455,6,train
4456,1,val
4457,6,train
4458,9,train
4459,9,train
4460,3,val
4461,2,train
4462,2,train
4463,9,train
4464,1,train
4465,8,val
4466,6,val
4467,9,train
4468,2,val
4469,2,val
4470,3,train
4471,7,train
4472,7,train
4473,5,train
4474,5,train
4475,6,val
4476,6,train
4477,7,train
4478,1,train
4479,5,train
4480,5,train
4481,1,train
4482,6,train
4483,1,train
4484,1,train
4485,3,train
4486,1,val
4487,9,train
4488,3,train
4489,5,train
4490,7,test
4491,5,train
4492,1,test
4493,6,test
4494,2,train
4495,8,train
4496,7,train
4497,3,train
4498,7,train
4499,7,train
4500,7,val
4501,6,test
4502,8,train
4503,9,train
4504,1,train
4505,9,train
4506,9,train
4507,7,train
4508,7,train
4509,1,val
4510,5,test
4511,2,train
4512,0,train
4513,8,train
4514,2,val
4515,1,val
4516,6,train
4517,6,train
4518,6,val
4519,5,train
4520,8,train
4521,8,train
4522,2,train
4523,1,train
4524,1,test
4525,2,train
4526,6,train
4527,3,test
4528,1,train
4529,9,train
4530,2,train
4531,3,train
4532,5,train
4533,2,test
4534,9,train
4535,8,train
4536,5,train
4537,1,val
4538,8,train
4539,5,train
4540,2,train
4541,2,train
4542,7,test
4543,3,train
4544,3,test
4545,3,train
4546,7,train
4547,1,train
4548,3,train
4549,8,train
4550,9,train
4551,7,train
4552,5,test
4553,5,train
4554,9,train
4555,3,train
4556,7,train
4557,7,val
4558,4,train
4559,9,train
4560,2,train
4561,7,train
4562,9,train
4563,5,train
4564,5,val
4565,5,train
4566,9,train
4567,3,train
4568,3,train
4569,5,train
4570,1,train
4571,1,train
4572,0,train
4573,2,train
4574,4,train
4575,6,train
4576,7,train
4577,4,test
4578,5,val
4579,3,train
4580,2,train
4581,5,val
4582,9,train
4583,2,train
4584,7,train
4585,2,train
4586,3,train
4587,3,val
4588,7,test
4589,5,train
4590,1,test
4591,3,train
4592,1,train
4593,7,val
4594,9,train
4595,4,train
4596,5,train
4597,7,test
4598,6,val
4599,2,train
4600,3,test
4601,1,train
4602,7,train
4603,7,train
4604,7,train
4605,2,train
4606,2,test
4607,6,train
4608,1,train
4609,8,train
4610,5,train
4611,2,train
4612,9,val
4613,0,train
4614,6,train
4615,1,test
4616,1,train
4617,8,train
4618,3,train
4619,5,train
4620,0,train
4621,0,train
4622,1,val
4623,5,train
4624,9,train
4625,5,test
4626,8,test
4627,2,train
4628,9,test
4629,8,test
4630,5,train
4631,1,test
4632,1,train
4633,0,train
4634,0,train
4635,2,train
4636,7,train
4637,5,test
4638,1,test
4639,1,train
4640,2,val
4641,9,train
4642,4,train
4643,1,train
4644,2,train
4645,2,train
4646,1,val
4647,1,train
4648,6,val
4649,6,train
4650,6,train
4651,2,val
4652,5,train
4653,5,val
4654,7,train
4655,1,test
4656,6,train
4657,7,train
4658,9,test
4659,7,train
4660,1,train
4661,9,val
4662,8,train
4663,9,train
4664,3,train
4665,7,train
4666,3,test
4667,7,train
4668,7,train
4669,7,train
4670,6,test
4671,3,test
4672,8,train
4673,6,train
4674,7,train
4675,5,train
4676,7,train
4677,7,train
4678,5,test
4679,7,train
4680,8,test
4681,7,test
4682,8,test
4683,0,train
4684,4,train
4685,7,train
4686,3,val
4687,2,test
4688,9,train
4689,5,train
4690,6,train
4691,8,train
4692,0,train
4693,1,val
4694,1,train
4695,9,train
4696,4,train
4697,3,train
4698,4,train
4699,8,train
4700,1,test
4701,9,train
4702,7,train
4703,6,train
4704,1,test
4705,6,train
4706,8,test
4707,3,val
4708,3,train
4709,0,val
4710,1,train
4711,3,train
4712,3,train
4713,1,train
4714,5,train
4715,8,train
4716,3,test
4717,6,val
4718,2,train
4719,3,val
4720,3,train
4721,0,train
4722,3,train
4723,5,train
4724,0,train
4725,5,train
4726,8,train
4727,6,train
4728,1,test
4729,5,val
4730,7,train
4731,7,train
4732,5,train
4733,7,val
4734,2,train
4735,8,train
4736,0,train
4737,7,train
4738,2,train
4739,2,val
4740,1,train
4741,7,test
4742,5,train
4743,1,train
4744,7,train
4745,2,train
4746,3,train
4747,3,train
4748,5,train
4749,0,train
4750,7,train
4751,7,train
4752,1,train
4753,6,train
4754,5,train
4755,6,train
4756,1,train
4757,2,val
4758,7,val
4759,3,train
4760,3,train
4761,8,train
4762,7,val
4763,3,test
4764,3,test
4765,2,train
4766,2,test
4767,3,train
4768,9,test
4769,9,train
4770,5,train
4771,1,val
4772,8,train
4773,3,train
4774,2,train
4775,5,test
4776,9,test
4777,3,test
4778,7,val
4779,2,val
4780,3,val
4781,6,train
4782,3,train
4783,7,val
4784,5,train
4785,2,test
4786,3,test
4787,2,val
4788,1,test
4789,8,train
4790,2,val
4791,9,train
4792,9,val
4793,6,train
4794,7,train
4795,5,test
4796,6,val
4797,8,test
4798,9,train
4799,7,train
4800,0,val
4801,5,train
4802,9,train
4803,1,test
4804,2,train
4805,6,test
4806,0,train
4807,2,val
4808,4,train
4809,3,train
4810,9,train
4811,5,train
4812,0,train
4813,6,test
4814,8,train
4815,6,train
4816,7,train
4817,7,train
4818,1,train
4819,6,train
4820,8,train
4821,5,train
4822,7,train
4823,2,test
4824,1,train
4825,3,train
4826,1,train
4827,7,train
4828,7,val
4829,1,train
4830,9,test
4831,6,train
4832,5,train
4833,1,train
4834,4,train
4835,9,train
4836,5,val
4837,5,test
4838,1,train
4839,5,val
4840,0,train
4841,5,val
4842,9,train
4843,2,train
4844,2,train
4845,2,train
4846,7,val
4847,7,train
4848,5,val
4849,4,val
4850,7,train
4851,6,train
4852,8,train
4853,5,train
4854,3,val
4855,6,test
4856,9,train
4857,1,train
4858,2,test
4859,3,test
4860,1,train
4861,7,train
4862,6,train
4863,5,train
4864,9,train
4865,8,train
4866,5,train
4867,8,train
4868,6,val
4869,7,test
4870,8,train
4871,7,val
4872,1,train
4873,1,train
4874,7,test
4875,2,test
4876,9,train
4877,9,train
4878,2,train
4879,9,val
4880,9,train
4881,1,train
4882,5,test
4883,7,train
4884,3,test
4885,7,test
4886,5,test
4887,5,train
4888,1,test
4889,6,train
4890,2,train
4891,3,train
4892,3,train
4893,8,train
4894,1,test
4895,7,train
4896,6,val
4897,2,train
4898,5,test
4899,3,train
4900,7,train
4901,7,test
4902,1,train
4903,4,test
4904,4,train
4905,3,test
4906,5,train
4907,7,train
4908,7,train
4909,0,train
4910,6,val
4911,5,train
4912,1,train
4913,2,train
4914,7,train
4915,2,train
4916,5,train
4917,7,test
4918,7,train
4919,3,train
4920,3,train
4921,7,train
4922,3,train
4923,5,test
4924,2,train
4925,0,train
4926,3,val
4927,9,test
4928,6,test
4929,8,test
4930,9,train
4931,1,train
4932,7,train
4933,6,val
4934,2,test
4935,0,train
4936,2,train
4937,2,train
4938,7,test
4939,6,train
4940,3,train
4941,1,train
4942,3,train
4943,7,train
4944,8,train
4945,6,train
4946,7,train
4947,2,train
4948,8,train
4949,7,val
4950,5,test
4951,2,train
4952,6,train
4953,3,val
4954,9,train
4955,9,train
4956,4,train
4957,9,train
4958,8,train
4959,8,train
4960,5,train
4961,5,test
4962,7,train
4963,6,train
4964,3,test
4965,6,train
4966,1,train
4967,7,test
4968,9,train
4969,5,train
4970,2,test
4971,3,val
4972,2,train
4973,5,train
4974,2,train
4975,1,train
4976,6,val
4977,9,val
4978,8,train
4979,3,train
4980,8,test
4981,6,train
4982,1,test
4983,7,train
4984,5,train
4985,1,train
4986,7,train
4987,6,train
4988,6,train
4989,7,test
4990,8,train
4991,7,train
4992,6,train
4993,0,train
4994,7,train
4995,3,train
4996,5,train
4997,4,train
4998,6,test
4999,2,val
5000,5,train
5001,7,train
5002,8,train
5003,2,val
5004,7,val
5005,9,train
5006,4,train
5007,9,train
5008,0,train
5009,9,val
5010,2,train
5011,5,train
5012,1,test
5013,2,train
5014,3,val
5015,5,val
5016,7,train
5017,7,train
5018,9,train
5019,5,train
5020,2,train
5021,1,train
5022,9,train
5023,9,train
5024,3,val
5025,5,val
5026,7,test
5027,5,val
5028,6,test
5029,9,train
5030,6,test
5031,2,test
5032,7,val
5033,2,train
5034,7,train
5035,7,train
5036,3,val
5037,7,test
5038,3,train
5039,0,val
5040,3,train
5041,6,train
5042,1,train
5043,6,val
5044,4,train
5045,0,train
5046,6,train
5047,5,val
5048,3,train
5049,9,test
5050,0,train
5051,2,train
5052,2,train
5053,2,train
5054,6,train
5055,9,train
5056,6,train
5057,9,train
5058,8,train
5059,5,train
5060,1,train
5061,0,train
5062,0,test
5063,1,val
5064,9,test
5065,2,val
5066,1,train
5067,5,train
5068,3,train
5069,8,train
5070,1,train
5071,7,train
5072,7,test
5073,3,test
5074,6,train
5075,5,val
5076,5,test
5077,3,train
5078,5,val
5079,2,train
5080,3,train
5081,2,train
5082,2,train
5083,9,train
5084,9,train
5085,0,val
5086,3,test
5087,6,val
5088,6,val
5089,9,test
5090,8,train
5091,6,test
5092,2,train
5093,8,train
5094,3,test
5095,5,test
5096,3,train
5097,0,train
5098,9,train
5099,7,test
5100,9,train
5101,7,test
5102,5,train
5103,9,train
5104,7,train
5105,2,train
5106,8,train
5107,8,val
5108,0,train
5109,0,test
5110,2,train
5111,8,train
5112,8,test
5113,3,train
5114,5,train
5115,6,train
5116,7,val
5117,2,train
5118,0,test
5119,5,test
5120,8,test
5121,6,train
5122,1,train
5123,8,train
5124,7,train
5125,1,train
5126,6,train
5127,2,test
5128,2,train
5129,9,train
5130,0,train
5131,5,train
5132,8,train
5133,8,train
5134,2,train
5135,3,train
5136,3,train
5137,2,train
5138,1,train
5139,3,train
5140,2,train
5141,7,train
5142,0,train
5143,7,test
5144,9,train
5145,5,train
5146,9,train
5147,1,train
5148,9,test
5149,1,train
5150,3,val
5151,3,test
5152,2,train
5153,3,train
5154,3,train
5155,7,train
5156,5,val
5157,7,test
5158,5,train
5159,9,train
5160,9,train
5161,0,test
5162,8,val
5163,1,train
5164,5,train
5165,5,train
5166,5,train
5167,7,train
5168,1,train
5169,9,test
5170,5,train
5171,4,val
5172,9,test
5173,0,train
5174,6,val
5175,1,val
5176,2,train
5177,2,test
5178,3,train
5179,8,train
5180,2,train
5181,2,test
5182,6,train
5183,8,test
5184,7,train
5185,5,train
5186,1,train
5187,5,train
5188,3,val
5189,4,train
5190,9,train
5191,1,train
5192,0,train
5193,2,val
5194,2,train
5195,8,train
5196,4,val
5197,5,val
5198,1,train
5199,3,train
5200,2,val
5201,7,test
5202,8,train
5203,0,train
5204,1,train
5205,2,train
5206,2,train
5207,8,train
5208,0,train
5209,0,val
5210,9,train
5211,8,train
5212,1,val
5213,2,train
5214,5,train
5215,7,train
5216,7,train
5217,7,train
5218,2,train
5219,2,train
5220,9,train
5221,8,train
5222,8,train
5223,2,train
5224,9,train
5225,7,train
5226,2,train
5227,8,train
5228,4,train
5229,4,train
5230,2,train
5231,7,train
5232,1,test
5233,2,val
5234,2,val
5235,2,train
5236,3,train
5237,5,train
5238,0,test
5239,5,train
5240,2,train
5241,7,train
5242,3,train
5243,7,train
5244,7,train
5245,5,train
5246,6,train
5247,7,train
5248,2,train
5249,7,val
5250,0,test
5251,1,val
5252,4,test
5253,1,train
5254,7,train
5255,5,train
5256,9,train
5257,3,val
5258,8,train
5259,6,train
5260,6,train
5261,9,test
5262,5,train
5263,9,val
5264,5,train
5265,5,train
5266,1,train
5267,5,val
5268,6,train
5269,2,test
5270,0,train
5271,3,test
5272,5,val
5273,3,val
5274,0,train
5275,3,train
5276,1,test
5277,0,train
5278,2,train
5279,1,test
5280,0,train
5281,2,test
5282,5,val
5283,6,test
5284,2,train
5285,7,train
5286,3,test
5287,3,test
5288,6,val
5289,2,train
5290,7,val
5291,3,val
5292,7,train
5293,7,train
5294,8,val
5295,9,test
5296,3,test
5297,8,test
5298,7,train
5299,6,train
5300,8,train
5301,5,val
5302,2,train
5303,1,train
5304,7,train
5305,1,train
5306,3,train
5307,9,train
5308,7,train
5309,4,val
5310,1,train
5311,8,val
5312,7,test
5313,8,train
5314,2,train
5315,8,train
5316,1,train
5317,2,test
5318,5,train
5319,3,train
5320,5,train
5321,6,test
5322,5,train
5323,3,train
5324,8,train
5325,2,val
5326,0,val
5327,6,train
5328,1,train
5329,3,train
5330,0,train
5331,8,val
5332,9,val
5333,2,train
5334,5,val
5335,7,train
5336,2,test
5337,9,train
5338,3,val
5339,8,test
5340,8,train
5341,3,train
5342,5,val
5343,6,test
5344,9,val
5345,3,train
5346,2,train
5347,6,train
5348,6,train
5349,0,train
5350,7,val
5351,1,train
5352,6,test
5353,5,test
5354,0,train
5355,8,val
5356,3,val
5357,9,test
5358,7,test
5359,7,train
5360,2,test
5361,7,train
5362,6,train
5363,7,test
5364,2,val
5365,6,train
5366,7,train
5367,5,train
5368,3,train
5369,8,val
5370,1,train
5371,9,test
5372,7,test
5373,8,test
5374,3,train
5375,1,train
5376,6,train
5377,8,val
5378,2,test
5379,3,val
5380,9,train
5381,9,train
5382,1,train
5383,3,train
5384,5,train
5385,6,test
5386,3,train
5387,8,train
5388,6,val
5389,2,train
5390,0,train
5391,6,train
5392,7,train
5393,7,train
5394,8,train
5395,2,train
5396,2,train
5397,2,train
5398,1,train
5399,5,train
5400,2,train
5401,6,train
5402,9,train
5403,2,train
5404,3,test
5405,6,train
5406,7,val
5407,7,train
5408,1,val
5409,2,train
5410,9,val
5411,2,train
5412,1,test
5413,6,train
5414,1,train
5415,7,train
5416,8,test
5417,5,val
5418,3,train
5419,2,train
5420,1,train
5421,7,train
5422,8,train
5423,7,train
5424,3,train
5425,2,train
5426,0,train
5427,7,train
5428,6,train
5429,1,test
5430,6,train
5431,5,train
5432,5,train
5433,3,train
5434,2,train
5435,7,train
5436,1,val
5437,2,train
5438,5,train
5439,7,test
5440,5,train
5441,6,train
5442,0,train
5443,1,train
5444,5,train
5445,1,test
5446,1,train
5447,1,val
5448,2,train
5449,6,train
5450,2,train
5451,3,train
5452,6,train
5453,8,train
5454,1,train
5455,8,train
5456,3,train
5457,3,train
5458,8,train
5459,0,train
5460,2,train
5461,2,train
5462,8,train
5463,6,train
5464,5,train
5465,7,val
5466,5,train
5467,1,train
5468,5,test
5469,9,train
5470,5,train
5471,5,test
5472,2,train
5473,4,train
5474,2,train
5475,8,train
5476,7,val
5477,6,train
5478,6,train
5479,2,test
5480,8,test
5481,5,train
5482,2,train
5483,8,train
5484,6,train
5485,0,val
5486,8,test
5487,7,train
5488,6,train
5489,1,val
5490,5,train
5491,1,train
5492,7,train
5493,2,train
5494,6,test
5495,8,val
5496,2,train
5497,5,train
5498,6,train
5499,7,val
5500,1,val
5501,7,train
5502,3,train
5503,9,train
5504,5,train
5505,2,val
5506,7,val
5507,9,train
5508,9,train
5509,7,test
5510,9,val
5511,5,train
5512,6,train
5513,5,train
5514,1,train
5515,1,train
5516,8,train
5517,5,train
5518,2,train
5519,7,train
5520,8,train
5521,5,val
5522,9,train
5523,1,train
5524,5,train
5525,3,train
5526,7,train
5527,7,train
5528,6,train
5529,6,train
5530,6,train
5531,1,train
5532,7,train
5533,2,val
5534,1,train
5535,9,train
5536,1,train
5537,2,train
5538,1,test
5539,3,train
5540,2,train
5541,7,train
5542,2,train
5543,3,train
5544,6,train
5545,9,test
5546,7,train
5547,5,train
5548,6,train
5549,6,test
5550,1,train
5551,7,val
5552,1,train
5553,6,train
5554,3,val
5555,1,train
5556,9,val
5557,3,val
5558,8,train
5559,2,train
5560,0,val
5561,2,train
5562,7,train
5563,7,test
5564,1,train
5565,9,train
5566,3,train
5567,1,train
5568,8,train
5569,7,train
5570,9,train
5571,5,test
5572,5,train
5573,6,test
5574,2,train
5575,8,train
5576,7,train
5577,8,train
5578,9,train
5579,7,test
5580,3,train
5581,7,train
5582,5,train
5583,5,train
5584,2,val
5585,5,test
5586,7,train
5587,1,train
5588,1,test
5589,2,test
5590,3,train
5591,6,train
5592,4,train
5593,0,test
5594,8,test
5595,5,val
5596,5,test
5597,8,train
5598,2,train
5599,7,train
5600,5,train
5601,7,train
5602,8,test
5603,9,train
5604,7,train
5605,8,train
5606,2,val
5607,8,train
5608,3,train
5609,3,train
5610,9,train
5611,0,train
5612,4,train
5613,1,train
5614,9,train
5615,7,train
5616,3,train
5617,1,test
5618,9,train
5619,3,val
5620,8,val
5621,7,train
5622,2,test
5623,7,train
5624,3,train
5625,8,train
5626,7,train
5627,1,test
5628,2,train
5629,2,train
5630,7,train
5631,7,train
5632,1,train
5633,6,train
5634,2,train
5635,7,train
5636,2,test
5637,7,test
5638,7,train
5639,9,train
5640,2,test
5641,3,train
5642,5,train
5643,0,train
5644,9,train
5645,6,train
5646,2,train
5647,1,train
5648,8,test
5649,5,train
5650,1,train
5651,5,train
5652,6,train
5653,3,train
5654,7,train
5655,0,train
5656,9,train
5657,8,train
5658,6,train
5659,7,val
5660,7,train
5661,5,train
5662,1,train
5663,9,train
5664,3,train
5665,7,train
5666,9,train
5667,5,val
5668,7,train
5669,7,val
5670,9,train
5671,3,train
5672,2,train
5673,9,val
5674,1,train
5675,6,train
5676,3,train
5677,7,test
5678,2,train
5679,2,train
5680,5,train
5681,7,train
5682,1,train
5683,7,train
5684,2,train
5685,2,train
5686,7,train
5687,2,val
5688,6,test
5689,9,train
5690,7,test
5691,1,train
5692,7,train
5693,6,val
5694,7,train
5695,7,train
5696,8,train
5697,9,train
5698,1,test
5699,3,test
5700,9,train
5701,3,train
5702,3,val
5703,5,train
5704,7,train
5705,9,train
5706,2,train
5707,7,train
5708,8,test
5709,3,train
5710,3,train
5711,2,train
5712,9,val
5713,2,test
5714,1,train
5715,3,val
5716,7,train
5717,3,val
5718,7,train
5719,1,train
5720,9,train
5721,3,train
5722,2,train
5723,5,val
5724,2,train
5725,8,train
5726,1,test
5727,3,train
5728,1,train
5729,6,train
5730,7,train
5731,2,train
5732,1,train
5733,5,train
5734,1,val
5735,2,test
5736,6,train
5737,2,val
5738,9,val
5739,9,train
5740,6,test
5741,7,train
5742,5,train
5743,1,test
5744,3,train
5745,3,val
5746,3,train
5747,6,train
5748,1,test
5749,5,train
5750,6,test
5751,7,val
5752,4,train
5753,2,train
5754,6,test
5755,9,train
5756,3,train
5757,7,train
5758,2,train
5759,7,train
5760,2,train
5761,1,train
5762,1,train
5763,7,train
5764,0,train
5765,9,train
5766,7,train
5767,5,val
5768,3,train
5769,8,train
5770,1,train
5771,7,train
5772,6,test
5773,2,train
5774,5,train
5775,4,train
5776,2,val
5777,3,test
5778,9,train
5779,3,train
5780,6,train
5781,5,test
5782,5,test
5783,7,train
5784,7,train
5785,2,train
5786,2,train
5787,7,test
5788,0,train
5789,1,train
5790,3,train
5791,7,train
5792,5,val
5793,2,train
5794,0,train
5795,7,test
5796,2,train
5797,3,test
5798,2,train
5799,5,train
5800,6,train
5801,5,val
5802,6,train
5803,9,train
5804,8,train
5805,3,test
5806,7,train
5807,3,train
5808,6,train
5809,6,val
5810,0,train
5811,3,val
5812,8,train
5813,2,train
5814,3,train
5815,3,train
5816,3,train
5817,0,train
5818,1,train
5819,6,train
5820,1,test
5821,3,train
5822,9,train
5823,8,train
5824,2,train
5825,2,train
5826,5,test
5827,2,train
5828,9,train
5829,2,train
5830,4,train
5831,7,train
5832,8,train
5833,8,train
5834,5,train
5835,8,train
5836,3,train
5837,3,train
5838,1,test
5839,7,train
5840,1,test
5841,2,train
5842,6,train
5843,3,train
5844,9,train
5845,2,train
5846,7,train
5847,5,train
5848,6,test
5849,9,val
5850,8,train
5851,6,train
5852,4,train
5853,2,train
5854,2,test
5855,1,train
5856,5,test
5857,9,test
5858,1,train
5859,9,test
5860,2,train
